A1: Ladder,B1: Subject1 T1 IGH,C1: Subject1 T1 BCR,D1: Subject1 T1 TCR,E1: Subject1 T2 IGH,F1: Subject1 T2 BCR,G1: Subject1 T2 TCR,H1: Subject1 T3 IGH,A2: Subject1 T3 BCR,B2: Subject1 T3 TCR,C2: Subject1 T4 IGH,D2: Subject1 T4 BCR
105.7083,1.293742,0.09806871,0.05962563,3.053981,0,0.4075017,0.4703069,0.1017761,0.5588207,0.374886,0.1834478
112.1359,1.505993,0.08926916,0.02895164,3.205662,0,0.4342475,0.6284018,0.08913374,0.6766577,0.4439182,0.2511096
114.305,1.738346,0.02826834,0.0403657,3.451012,0,0.5597806,0.7864404,0.1671786,0.7551227,0.4687667,0.289238
112.3752,1.885033,0,0,3.851564,0,0.7282062,0.8538842,0.1504126,0.737071,0.6276217,0.3564596
106.7997,1.950262,0,0.003573895,4.134342,0.2125654,0.7820253,0.9898682,0.151299,0.8130565,0.7502742,0.5314751
98.74299,1.871532,0,0,4.366714,0.2961578,0.7758179,1.065779,0.06519032,0.925581,0.8802328,0.6314774
88.79084,1.813279,0.06693029,0.002939701,4.528515,0.4384217,0.8822389,1.091973,0.0783329,0.9706368,0.9666505,0.6585698
78.02744,1.72015,0.0295639,0,4.57063,0.4610753,0.9820356,1.1472,0,0.8988414,1.020631,0.5464978
67.32545,1.599073,0.02940941,0,4.639433,0.3814054,0.9913764,1.358366,0.1208539,0.8702126,1.185268,0.4744992
57.01247,1.509554,0.002476692,0,4.56249,0.2675252,1.052619,1.516284,0.1651669,0.9707947,1.443251,0.3503156
47.55296,1.337031,0,0,4.543572,0.2534199,1.095577,1.621682,0.2013373,1.059328,1.730552,0.3241291
39.25325,1.311035,0.006572723,0,4.478155,0.2547956,1.180206,1.706976,0.1941962,1.253813,2.086808,0.3333569
32.29946,1.2253,0,0.2053432,4.537461,0.1611099,1.388439,1.848217,0.322669,1.392603,2.511767,0.3271894
26.51622,1.047574,0.01680279,0.4169545,4.642153,0.05988073,1.42421,2.031125,0.3021145,1.56236,2.788984,0.3349495
21.98708,0.8448925,0.009262562,0.7612529,4.684573,0.02320719,1.434688,2.167896,0.2787333,1.795996,2.939332,0.4056907
18.49342,0.6623158,0.03218079,1.102942,4.725851,0,1.574102,2.291261,0.3106484,1.924803,2.911413,0.249229
15.6637,0.5735755,0.01203203,1.472608,4.782267,0.05151463,1.893778,2.413364,0.2278433,2.019334,2.73335,0.1874189
13.55226,0.5394645,0.04635954,1.899678,4.783475,0.03707266,2.165377,2.552683,0.1601214,2.089558,2.438973,0.120904
11.89102,0.5522928,0.08210897,2.407465,4.753329,0,2.293489,2.796486,0.3316498,2.17219,2.193727,0.08585739
10.71749,0.6308131,0,2.777862,4.62007,0.0360136,2.507087,3.137057,0.4641953,2.372749,1.996184,0
9.782934,0.672194,0,3.222417,4.49206,0.1418514,2.78977,3.339497,0.59484,2.466112,1.935998,0.02844715
9.140652,0.8974805,0,3.718625,4.24169,0.2008119,3.203763,3.574232,0.7236848,2.762156,1.997696,0.001370907
8.558254,0.9721918,0,4.129293,3.893949,0.2522798,3.603658,4.045759,0.8748817,3.004397,2.09243,0.006604195
8.22983,0.9620848,0.005561829,4.624259,3.589402,0.191721,4.119844,4.47725,0.9228482,3.311872,2.129511,0.03094816
7.943661,1.050838,0.001360893,5.116856,3.233491,0.1882982,4.709109,4.929808,0.9385552,3.556776,2.291353,0.1356425
7.755388,1.040413,0,5.340649,2.95489,0.1840725,5.524236,5.48808,1.001523,3.784162,2.350792,0.1927104
7.625021,1.187015,0.08516502,5.512896,2.839002,0.1655111,6.326347,5.971914,0.9172955,4.078905,2.34494,0.274437
7.673808,1.261654,0.1877527,5.557533,2.765158,0.06863356,6.957153,6.387182,0.9818659,4.352458,2.316044,0.3371758
7.566214,1.348457,0.2683496,5.358176,2.87454,0,7.60899,6.813278,1.073649,4.653572,2.300292,0.3327074
7.563781,1.455464,0.3020711,5.036617,2.998629,0,8.232779,7.202674,1.074028,4.988258,2.162043,0.2072878
7.501292,1.552923,0.4519506,4.620937,3.265898,0.09494352,8.887259,7.320227,1.147442,5.228017,2.134003,0.2348623
7.469894,1.720029,0.4599676,4.064035,3.500258,0.1112537,9.299143,7.241605,1.178087,5.582048,2.048292,0.1114078
7.423823,1.796624,0.50806,3.556787,3.712109,0.160707,9.472426,7.122746,1.222996,5.709431,1.938258,0.03332281
7.519704,1.823553,0.474143,3.244512,4.013594,0.1903434,9.480135,6.913332,1.284799,5.672757,1.873041,0
7.760165,2.064755,0.412024,3.006819,4.234205,0.2791548,9.109823,6.786767,1.342675,5.5353,1.930895,0.09287596
8.586256,2.19716,0.4165668,2.906688,4.470267,0.3293447,8.664518,6.759511,1.490479,5.288424,1.861332,0.09126854
10.62672,2.309874,0.5429406,2.956614,4.935656,0.4668498,8.029642,6.847068,1.669774,5.001224,1.853858,0.1247005
14.40965,2.403068,0.5461297,3.100664,5.268249,0.4727082,7.371233,6.899861,1.829457,4.712101,1.933808,0.1682773
20.57752,2.464631,0.7480025,3.167,5.766523,0.6006112,6.934887,6.96663,1.985835,4.545057,1.987923,0.2844839
29.80769,2.49945,0.9076371,3.359777,6.250994,0.6312914,6.695919,7.010843,2.113458,4.544853,2.068024,0.2289085
42.01037,2.529556,1.048568,3.526734,6.889181,0.7479796,6.641223,7.011918,2.249864,4.697793,2.212598,0.2796822
57.17873,2.567742,1.091869,3.737758,7.331622,0.7270203,6.746729,6.72892,2.392273,4.876099,2.378499,0.09399843
74.02885,2.592104,1.158079,4.000031,7.755249,0.7542806,6.941155,6.380516,2.515048,4.989098,2.671289,0.004499435
90.84488,2.599617,1.152199,4.393975,8.115292,0.7765927,7.177659,5.96324,2.606946,5.227742,3.057795,0
105.5809,2.735718,1.182142,4.929955,8.442251,0.8756065,7.537402,5.560939,2.711611,5.4193,3.365818,0.05759048
117.0914,2.709629,1.291195,5.464026,8.71431,0.9335651,7.866884,5.236969,2.966508,5.640954,3.583073,0
124.0675,2.634418,1.422179,5.821343,9.028555,1.025791,8.388071,4.973048,3.233171,5.860844,3.728542,0.1095681
125.9488,2.540558,1.42218,6.199721,9.109544,1.147659,8.926969,4.557757,3.480768,6.170496,4.009789,0.2070227
122.9977,2.421811,1.544237,6.310518,9.252785,1.324916,9.399008,4.30691,3.745252,6.575684,4.180557,0.34021
115.7013,2.394874,1.496525,6.397098,9.303326,1.290281,9.775438,4.215029,3.925888,7.057237,4.335191,0.3104734
105.4354,2.420873,1.633173,6.300429,9.323423,1.407611,10.00044,4.203135,4.113566,7.527334,4.487139,0.2824078
93.53368,2.650588,1.747219,6.060546,9.251265,1.464756,10.13708,4.147571,4.390334,7.98021,4.6626,0.1144071
80.82242,3.115586,1.846891,5.808825,9.140401,1.585684,10.09118,4.169851,4.519892,8.296282,5.004029,0.1061158
68.11996,3.741141,1.92028,5.658128,9.109053,1.742205,9.781116,4.241456,4.689898,8.65926,5.340059,0.0945015
56.27013,4.533681,2.040236,5.548372,9.21331,1.940202,9.426163,4.417407,4.8804,8.783486,5.578345,0.04797983
45.99815,5.26219,2.243045,5.406549,9.277948,2.080663,8.85004,4.672582,5.126161,8.872162,5.786351,0
37.20408,5.936115,2.414227,5.340293,9.276918,2.254929,8.461459,4.910029,5.466474,8.689856,5.821594,0.0346632
30.20088,6.259147,2.451218,5.420193,9.116372,2.451966,8.103862,5.133197,5.71503,8.475264,5.988817,0.01667452
24.68326,6.517926,2.576349,5.52104,9.132276,2.550382,7.87558,5.589393,5.95008,8.299323,6.035777,0
20.43629,6.634087,2.718602,5.764087,9.125846,2.554754,7.773775,6.044068,6.186175,8.143591,6.160172,0.009162426
17.40241,6.551046,3.154665,5.885524,9.196552,2.691953,7.714343,6.410567,6.470811,8.015271,6.300056,0.07167006
14.98286,6.598498,3.381399,6.008366,9.210301,2.899299,7.737057,6.815125,6.795494,8.022913,6.555819,0
13.19611,6.715045,3.539954,6.149629,9.15998,3.099238,7.908723,7.231708,7.156236,7.998601,6.96912,0.008054733
11.73369,6.875214,3.572383,6.263233,9.345254,3.412533,8.053667,7.520445,7.445502,8.293269,7.238258,0.03039503
10.61145,7.133312,3.809666,6.325502,9.666308,3.73026,8.175442,7.826097,7.765187,8.710458,7.513217,0
9.583553,7.363415,4.064755,6.439172,10.00753,4.075596,8.276157,8.024517,8.114239,9.174448,7.772764,0
8.768673,7.669699,4.426029,6.508709,10.38048,4.420396,8.413586,8.149872,8.618689,9.600182,7.970057,0
8.120733,7.993302,4.684841,6.557426,10.75403,4.72494,8.573925,8.2826,9.130703,10.1456,8.170039,0.0221343
7.571408,8.225708,5.098252,6.677458,11.32302,4.995712,8.718147,8.577211,9.749939,10.81763,8.249024,0.05524635
7.105514,8.486073,5.499821,6.79915,11.82448,5.156863,8.930466,8.743139,10.41716,11.42337,8.444199,0.1641741
6.790022,8.56983,5.994129,6.766908,12.18276,5.401647,9.068917,8.938035,11.13883,11.9358,8.701447,0.2445235
6.551646,8.636444,6.34723,6.902907,12.43961,5.717756,9.135391,9.265,11.96409,12.40588,9.158039,0.2175894
6.343443,8.566509,6.814541,6.960838,12.61351,6.00454,9.356647,9.453925,12.96193,12.67979,9.449619,0.273633
6.179272,8.381639,7.384813,7.045466,12.81076,6.495921,9.70713,9.595343,13.91631,13.01967,9.770853,0.3112326
6.061137,8.190386,8.269848,7.164429,12.93205,7.014293,10.06113,9.997621,15.02235,13.31418,10.05299,0.3968573
5.875185,8.033212,9.156319,7.287668,12.99467,7.538393,10.47798,10.2917,16.192,13.6434,10.3791,0.5149374
5.788414,8.098013,10.20929,7.480633,13.14206,8.066809,10.88962,10.65621,17.53878,13.98972,10.72464,0.698441
5.632241,8.231455,11.184,7.824429,13.32578,8.692708,11.39084,11.12832,19.04181,14.58692,10.896,0.8522601
5.475488,8.469166,12.19616,8.090041,13.58492,9.315146,11.80043,11.73836,20.90735,15.33582,11.05841,0.9658494
5.368984,8.894311,13.1054,8.318543,13.77262,9.946945,12.33519,12.358,22.99202,16.05289,11.37285,1.047229
5.406274,9.336451,14.02727,8.635603,13.93327,10.7285,12.87586,13.16726,25.19221,16.8199,11.70559,0.9856238
5.408797,9.744452,14.9663,9.042396,14.24354,11.57841,13.23081,14.11862,27.87758,17.44823,12.04021,0.9609809
5.393037,10.13308,16.09471,9.368758,14.63349,12.53685,13.67159,14.87137,31.46301,18.0079,12.21922,0.918447
5.533492,10.58897,17.42946,9.715404,14.82446,13.66276,14.23288,15.76273,36.36304,18.55878,12.62863,0.9379916
5.578202,11.02374,18.94423,10.25692,15.02808,14.85853,14.77445,16.68079,42.96732,19.23811,12.98211,1.049471
5.535731,11.44019,20.66957,10.86163,15.33167,16.19461,15.18695,17.31556,51.83623,20.04087,13.47829,1.173457
5.515226,11.93282,22.92286,11.76085,15.61782,17.54603,15.71886,17.71224,63.47284,20.99219,13.9397,1.343789
5.473465,12.43691,25.84365,12.72183,15.99673,18.92031,16.39449,17.97743,78.55119,22.1738,14.41189,1.493032
5.323705,12.94896,29.95273,13.77464,16.47901,20.47137,17.10147,17.90601,96.92411,23.50518,15.10805,1.691484
5.197013,13.50068,35.74648,14.97542,16.88234,22.05249,18.09242,17.63925,118.8245,24.87512,15.85337,1.836845
5.036954,13.92761,44.00612,16.37137,17.46032,23.82079,19.37449,17.20783,144.3427,26.19983,16.91713,2.044882
4.837968,14.26808,55.08174,17.75212,18.02427,25.75212,20.857,16.90073,172.9822,27.53018,18.01623,2.317541
4.690905,14.5819,69.43705,19.22967,18.65806,28.7765,22.50231,16.56758,203.6418,29.02785,19.29059,2.553612
4.597848,14.94823,87.77763,20.80985,19.25538,33.4226,24.33454,16.42922,236.9627,30.90491,20.58262,2.729175
4.512418,15.29893,108.9675,22.64977,20.12608,40.17433,26.16542,16.2361,268.2575,33.37853,21.59773,2.938519
4.473974,15.65347,133.5759,24.72482,21.01958,49.83564,27.97071,16.01365,298.8994,36.61431,22.26151,3.159213
4.431888,16.09048,161.1967,27.20976,21.77947,62.26048,29.9794,15.79175,328.887,40.8781,22.4106,3.279145
4.540267,16.63886,190.0528,30.14605,22.68078,77.0427,32.25726,15.67285,357.5442,45.93989,22.10704,3.471766
4.624379,17.01845,220.3669,33.87668,23.35695,94.64534,35.06236,15.3614,384.3505,52.00259,21.59782,3.817034
4.737407,17.47489,251.0783,38.45185,24.00959,114.6302,38.65149,15.08529,409.2383,59.05278,20.83334,4.211194
4.800948,17.90752,279.696,44.05561,24.60689,136.4144,43.29422,14.84383,430.4342,66.90932,20.23969,4.828397
4.942028,18.43727,307.1166,50.43383,24.96169,160.4138,48.8415,14.90826,448.1889,75.89703,19.71397,5.703179
4.983214,19.13603,329.68,58.06945,25.38963,186.5228,55.63056,15.00453,461.9117,85.52083,19.58236,6.639122
5.135173,19.86222,347.4691,66.54602,25.96587,214.0803,63.57943,15.10552,473.2319,96.01877,19.65627,7.534779
5.362569,20.9796,361.8941,75.95428,26.52057,242.3737,72.98939,15.15438,476.9058,107.4933,19.82051,8.530737
5.535021,22.23766,372.9932,86.57695,27.26785,270.8733,83.63892,15.41525,478.7705,120.2912,20.34319,9.811675
5.733709,23.58597,380.3843,98.09204,28.18335,298.2156,95.6691,15.68367,477.7175,133.9062,20.97618,11.00487
5.967506,25.09209,385.6199,110.3058,29.36884,324.1811,108.8865,16.09006,474.0213,148.2692,21.76339,12.28331
6.190252,26.57435,388.1393,123.6203,30.77772,347.0976,123.8156,16.70043,464.9319,162.584,22.91045,13.51033
6.443676,28.39108,389.7801,137.5576,32.60865,368.0443,140.2923,17.32118,449.9285,177.2735,24.32966,14.84585
6.513206,30.6435,389.412,152.1295,34.54778,386.1553,158.0505,18.07136,428.1128,191.5879,25.85512,16.24333
6.941589,33.54178,386.8754,166.4193,36.71719,402.6501,177.2301,18.95474,400.1234,205.3626,27.97637,17.79646
7.926816,37.13759,380.0582,181.2455,39.15675,417.6311,197.6737,19.76639,366.2658,218.1883,30.45161,19.56753
10.13565,41.17425,369.5662,195.111,41.71596,427.5508,219.2854,20.45609,328.3728,230.0038,33.35394,21.39578
14.23616,46.33873,356.498,208.6118,44.69691,436.0418,241.8061,20.96686,286.9404,240.6144,36.94895,24.13288
21.02614,52.23756,338.9384,221.8751,48.84668,440.5951,264.1298,21.44125,247.1936,250.2803,41.6181,28.73076
30.86518,59.0524,316.5845,233.4698,54.02987,442.0661,287.1802,21.67398,209.8865,258.0116,47.35893,34.71567
43.8311,66.9661,290.959,243.6625,60.81531,438.4601,309.3232,22.10077,177.358,263.3622,54.4303,43.31658
59.23567,76.19402,261.3793,252.6836,69.47906,428.609,329.9561,22.77583,148.6693,265.3659,63.21746,55.98352
76.01793,86.59572,231.5521,259.8742,79.67475,412.3169,348.6985,23.42478,125.9401,263.9448,73.76465,76.31165
92.33907,98.06381,201.8838,264.7682,91.1461,389.4593,366.0909,24.575,108.8528,258.8935,85.77454,107.0087
106.2882,110.6247,173.056,266.5201,103.5766,360.2777,379.4661,26.17435,95.86455,250.1872,99.17391,146.2071
116.3667,123.4711,147.9394,264.8956,116.5225,326.0229,388.1549,28.089,86.19254,238.5085,113.3249,190.8474
121.3602,136.4307,126.1291,259.4133,129.7527,286.9749,393.2826,30.33393,78.82273,224.0166,128.3458,233.9309
121.0462,149.5936,108.4214,250.7222,143.5219,249.5412,393.7139,32.71927,73.38504,208.0393,144.2178,270.3684
115.6982,161.9646,94.66571,238.9153,157.665,213.3252,388.2905,35.24454,69.43308,191.4498,160.7754,296.1956
105.8953,173.8088,83.66792,224.2314,171.3646,181.873,379.037,37.96522,66.16224,175.0532,177.7682,309.6168
93.54163,185.5365,75.33286,208.5631,184.9824,155.0752,364.8766,40.95159,63.48911,159.5265,195.3346,311.1595
79.74743,196.9217,69.01162,192.5167,197.8443,134.0838,346.5678,44.33136,61.39106,145.1215,212.7309,304.7634
66.09459,208.2059,64.08395,176.8681,209.6323,117.2728,326.0903,48.29861,59.86116,132.2972,230.0447,297.1092
53.45056,218.6691,60.11676,161.8228,219.8234,104.7756,304.4351,53.30095,58.33623,121.1195,245.7065,291.8184
42.2175,228.4694,56.89487,147.8009,228.4912,94.65173,280.3778,59.6762,56.90804,111.131,260.4699,289.1694
33.18931,237.1479,54.31298,134.66,236.0041,86.46909,256.7409,67.6884,55.41376,102.3849,273.155,289.2194
26.08484,244.4694,52.22788,122.8065,243.0314,80.04119,235.2059,77.49796,54.03931,94.6028,284.4047,288.0605
20.72913,250.2005,50.31535,111.9698,250.0955,74.50813,215.0342,88.91362,52.87711,88.21592,295.2069,283.8346
16.91208,252.7451,48.46698,102.0398,256.1349,69.85184,195.9536,101.4613,51.40118,82.42334,305.0005,275.2921
14.03329,252.321,46.57714,93.43822,261.6457,65.82522,179.1165,115.1245,49.52975,77.78617,314.0207,261.8893
12.24762,249.3687,44.94429,86.41918,267.2648,62.46587,164.1998,129.7615,47.4486,74.21902,322.8168,243.3959
10.8976,242.6673,42.96011,80.33711,271.0614,59.51893,150.7371,144.6273,45.22865,71.1814,330.1961,221.0617
9.883361,233.1098,41.09128,75.28899,273.6994,56.88808,139.1708,160.2897,43.06149,69.09796,336.9048,196.2291
9.098597,220.3581,39.1002,71.08139,274.2837,54.44093,129.2186,176.2621,40.4854,67.04795,341.7936,169.7236
8.434595,205.609,37.1285,67.89313,272.3702,52.1331,120.8883,191.6645,38.01289,64.97525,344.5,143.7249
7.953417,189.4799,35.24936,65.28114,268.1719,49.81049,114.5868,206.9608,35.53055,62.8186,344.084,119.9579
7.564485,172.7198,33.51116,62.9911,261.7136,47.70757,109.8756,221.2197,33.3075,60.36286,340.1539,98.93802
7.244232,156.1716,31.82302,60.93505,253.0881,45.62966,106.4993,234.3269,31.41199,57.57721,333.3165,81.31617
7.164739,139.5648,30.20112,58.78691,241.7734,43.38924,103.9737,246.0578,29.41765,54.24947,321.8259,67.3535
7.046094,124.1211,28.72515,56.64445,228.6981,41.28785,101.9219,256.1168,27.68988,50.645,306.0363,56.52617
6.890619,109.967,27.35007,54.27856,214.0837,39.08393,99.79699,265.3895,26.00657,47.01469,286.4856,48.6738
6.704837,96.60539,25.7909,51.5169,197.4298,36.91438,96.90943,273.5253,24.55729,43.21748,263.165,42.77933
6.472155,84.73592,24.47561,48.4511,180.4011,34.65786,93.53821,281.0503,23.11936,39.81583,237.8985,38.4886
6.195123,74.27602,23.21837,45.08714,162.7772,32.44073,89.3054,287.6919,21.88516,36.78481,211.6266,35.29232
5.821365,65.21372,22.11153,41.82804,145.1467,30.20523,84.07036,292.6057,20.84028,34.29636,184.7055,33.01597
5.541224,57.60573,21.02155,38.57799,128.2312,28.1512,78.49002,295.8993,19.77525,32.40195,159.1306,31.37997
5.434256,51.36826,20.03367,35.5668,112.5136,26.24809,72.64243,297.4784,18.87926,30.929,135.26,30.21746
5.386156,46.36398,19.23067,33.11277,98.37865,24.40171,67.13642,296.6942,18.19319,30.0586,114.2764,29.26573
5.352138,42.47037,18.4828,31.14016,86.12178,22.71586,62.02607,293.3182,17.51765,29.66249,95.89987,28.76219
5.445608,39.70336,17.87233,29.78485,75.41373,21.41355,57.6585,287.3409,16.96558,29.6255,80.3859,28.33146
5.551067,37.46953,17.16881,28.72142,66.25517,20.23576,54.05331,279.1127,16.38511,29.54725,67.62742,27.89765
5.778796,35.80453,16.58678,28.1933,58.53425,19.19977,51.46561,268.2187,15.91428,29.38179,57.0631,27.18374
5.960041,34.49703,16.04346,27.99562,52.26099,18.23972,49.8538,254.7608,15.19229,29.13232,48.59525,26.27186
6.159315,33.27221,15.45541,27.67483,47.38641,17.51838,48.96733,239.427,14.77666,28.52812,42.08727,24.97427
6.35784,32.11513,15.04671,27.37076,43.60984,16.7396,48.48627,222.2708,14.35291,27.634,37.03349,23.52806
6.611233,30.74759,14.47583,26.77693,40.76583,16.09257,48.37865,203.3903,13.9052,26.38455,33.17253,22.02933
6.827426,29.22236,13.88071,25.94725,38.441,15.30114,48.19863,184.0207,13.52354,24.83067,30.41897,20.5285
6.974534,27.48773,13.39648,24.97756,36.5142,14.57068,47.57133,164.018,13.13023,23.3417,28.24751,18.95661
7.152901,25.77462,13.00039,23.75019,35.09829,13.88876,46.35838,144.5067,12.74521,21.88451,26.69585,17.61716
7.396196,24.02728,12.61687,22.46656,33.76305,13.27355,44.60638,126.319,12.39786,20.51208,25.34602,16.32833
7.515849,22.42858,12.37596,20.87382,32.31294,12.62729,42.40611,109.537,12.10729,19.07849,24.05276,15.16253
7.725807,21.03815,12.34386,19.54609,30.67103,12.02675,39.92055,94.42796,11.73879,17.79681,22.77257,13.89891
7.793463,19.82075,12.23893,18.42525,29.12236,11.55279,37.28771,81.49135,11.3074,16.5243,21.29807,12.77013
7.889953,18.85868,12.17169,17.09314,27.66968,11.2556,34.62201,70.7217,10.96368,15.23052,19.86412,11.55231
7.861637,18.15692,12.11076,16.08936,26.14793,10.72977,32.14024,62.05414,10.62426,14.12547,18.50978,10.46696
7.71645,17.59118,11.92803,15.06366,24.87609,10.34995,29.71517,54.96663,10.4615,13.09491,17.15388,9.452675
7.613776,17.26197,11.67409,14.10984,23.64625,9.95347,27.45253,49.41074,10.18914,12.11673,15.95769,8.511595
8.0243,16.81286,11.35944,13.15602,22.65487,9.682357,25.45829,45.07602,9.988834,11.22212,14.9594,7.643848
10.09886,16.4867,11.16638,12.33194,21.94205,9.336465,23.65552,41.77808,9.819479,10.42575,14.15439,6.971266
14.54361,16.15561,10.90791,11.44451,21.38721,9.104648,22.04022,39.27457,9.66033,9.678793,13.36751,6.319617
22.73797,15.84882,10.64075,10.54407,20.89351,8.87303,20.55295,37.313,9.51948,8.978102,12.68439,5.789978
35.37635,15.5393,10.46726,9.856667,20.28568,8.67417,19.10957,35.45177,9.175848,8.326868,12.19584,5.184379
52.14281,15.17739,10.20793,9.13786,19.67369,8.530984,17.64062,33.64476,8.900814,7.68685,11.7294,4.80897
71.99841,14.87758,10.0827,8.512082,19.01756,8.230809,16.23319,31.7904,8.650567,7.163174,11.2851,4.309484
92.52804,14.58926,9.866217,8.135074,18.37081,7.862344,14.91574,29.77766,8.377073,6.791814,10.99287,3.949898
111.4162,14.442,9.793657,7.784998,17.67091,7.608003,13.45864,27.73314,8.219486,6.365435,10.57545,3.53586
125.8745,14.2852,9.703498,7.408977,17.12461,7.295669,12.15943,25.74445,7.977162,5.914386,10.18199,3.264605
133.9464,14.06379,9.571648,7.196283,16.6677,7.122394,11.17982,23.93754,7.975206,5.490514,9.728719,2.981817
134.8439,13.99374,9.573106,6.950098,16.50863,6.850883,10.3598,22.36714,7.882472,5.199972,9.27998,2.764934
128.7656,13.8063,9.46063,6.626161,16.53423,6.661898,9.658941,21.10642,7.831299,4.898587,8.92016,2.510688
117.3327,13.719,9.322082,6.475649,16.65048,6.52176,9.101416,20.17447,7.757866,4.62093,8.683889,2.413966
102.2702,13.48672,9.156738,6.321826,16.82834,6.321777,8.612108,19.44893,7.63704,4.466497,8.481598,2.253428
85.87103,13.12303,8.924124,6.114495,17.13212,6.108299,8.10726,18.80954,7.5898,4.269207,8.384514,2.263927
69.80014,12.64561,8.712542,5.885869,17.37807,5.868883,7.766253,18.32951,7.559309,4.119323,8.281155,2.105917
55.26579,12.12056,8.565113,5.572233,17.32973,5.755279,7.370458,17.85701,7.369796,3.925136,8.231964,1.995047
43.31841,11.52106,8.490373,5.293898,16.9166,5.730895,6.944471,17.34909,7.136914,3.775004,8.03002,1.806885
33.89129,10.86212,8.489167,4.877273,16.36004,5.619262,6.6178,16.59186,6.745054,3.668652,7.662075,1.72766
26.96121,10.35545,8.467188,4.660633,15.54576,5.669364,6.398266,15.92721,6.501988,3.664587,7.224732,1.596571
21.97114,10.13431,8.551495,4.368627,14.51771,5.473525,6.173257,15.00495,6.225223,3.740607,6.781802,1.503391
18.55143,9.859549,8.552973,4.274324,13.51328,5.411728,5.894068,14.16956,6.099154,3.732394,6.332272,1.332846
16.20124,9.684507,8.549888,4.224783,12.50156,5.271608,5.653903,13.60182,6.063563,3.76322,5.921108,1.348241
14.43684,9.510002,8.36268,4.307588,11.69963,5.037656,5.371865,13.22961,6.105072,3.813686,5.489657,1.373275
13.2231,9.389615,8.224144,4.37277,11.15456,4.905465,5.163818,13.24407,6.198859,3.749885,5.167186,1.443666
12.16768,9.316296,8.117184,4.390404,10.69082,4.871934,5.04073,13.53325,6.276181,3.584817,4.909347,1.459119
11.37297,9.341092,8.065932,4.420229,10.40075,4.688695,4.941479,13.86939,6.253102,3.589406,4.721981,1.512898
10.7698,9.330635,7.968897,4.482657,10.16137,4.604736,4.894812,14.11264,6.227406,3.697338,4.640371,1.53607
10.40604,9.388507,8.013893,4.368848,10.12366,4.416422,4.849725,14.05083,6.270308,3.760229,4.622663,1.550957
10.17131,9.578253,8.113019,4.496021,9.917109,4.409402,4.878231,13.88015,6.48876,3.853537,4.700508,1.505532
9.995911,9.777486,8.409843,4.528959,9.788448,4.266981,4.830064,13.25603,6.827211,3.999723,4.860428,1.537435
9.99881,9.785025,8.66647,4.64934,9.756136,4.355546,4.771289,12.30271,7.205607,4.104385,4.886051,1.465171
10.12555,9.84646,8.821558,4.73023,9.695257,4.392458,4.788478,11.24553,7.694897,4.455667,4.975566,1.554288
10.22886,10.00868,8.971557,4.938194,9.744477,4.488029,4.783245,10.20861,8.403908,4.774913,5.110134,1.596866
10.28864,10.2188,9.258855,5.098311,9.812414,4.777194,4.815436,9.459566,9.179195,5.106174,5.184439,1.558849
10.35186,10.47279,9.612088,5.381144,9.973585,4.953425,4.907389,8.645574,10.05506,5.493258,5.28917,1.678917
10.41507,10.8442,10.12345,5.697907,10.28533,5.041531,5.091904,7.972496,11.29259,6.1668,5.469683,1.915158
10.37987,11.32374,10.75291,6.181976,10.49485,5.327005,5.362989,7.617702,12.60861,6.83491,5.793836,2.063256
10.34614,12.15085,11.68815,6.711076,10.84585,5.688628,5.631727,7.528437,14.16193,7.689144,6.231875,2.243294
10.14861,13.0487,12.83022,7.617169,11.19092,6.242253,6.04388,7.538248,15.83521,8.817741,6.760618,2.431106
9.924557,14.07949,14.10703,8.516283,11.53549,6.823149,6.403616,7.53649,17.50178,10.17191,7.439814,2.565027
9.584028,15.26347,15.44993,9.626165,11.94198,7.651728,6.925649,7.449162,18.92416,11.73632,8.094983,2.722037
9.270205,16.53232,16.65483,10.99319,12.58505,8.548394,7.800852,7.436316,20.2186,13.41239,8.957762,2.949575
9.230032,17.70974,17.66668,12.30409,13.53244,9.684174,8.802108,7.574703,21.4925,15.12214,9.909433,3.290761
10.5842,18.90228,18.58733,13.74949,14.5829,10.96627,10.06913,7.823019,22.49571,16.9799,10.91201,3.6066
14.78821,20.05856,19.5347,15.17667,15.99403,12.26965,11.55386,7.854212,23.34791,18.72491,12.14558,4.131226
23.6034,21.13159,20.39586,16.68324,17.50734,13.63839,13.30699,8.153071,24.09649,20.55873,13.56201,4.661484
37.95216,22.19847,21.2486,18.34284,19.04099,15.10318,15.06139,8.654293,24.47998,22.33912,15.13436,5.093674
57.4287,23.30296,22.10357,19.88323,20.53577,16.50799,16.75611,9.06658,24.69342,23.96998,16.64109,5.540759
80.49621,24.30273,22.76582,21.5507,21.92926,17.83676,18.55471,9.407908,24.68487,25.46734,18.03621,5.980349
104.7576,25.30679,23.45785,23.36424,23.14872,19.16514,20.16592,9.881618,24.82669,26.58335,19.40177,6.42552
125.606,26.01079,24.1031,25.28235,24.36041,20.32227,21.75078,10.31935,25.57402,27.4959,20.69623,6.976295
140.0386,26.57677,24.57973,27.33937,25.60128,21.15983,23.25751,10.97813,29.04288,28.25401,21.6631,7.699113
145.5565,27.08716,24.82304,29.28915,26.74153,21.81359,24.41183,11.8777,38.49362,29.09456,22.38318,8.669025
